Candidate_ID,Role_Applied,Department,Source,Application_Date,Screening_Date,Interview_Date,Offer_Date,Hire_Date,Final_Status,Missing_Offer_Flag,Time_to_Hire,Stage_Drop
C00017,Software Engineer,Tech,LinkedIn,2023-08-13,2023-08-19,,,,Rejected,False,-1,After_Screening
C00018,Software Engineer,Product,AngelList,2023-10-23,2023-10-25,2023-11-09,2023-11-15,,Rejected,False,-1,After_Offer
C00019,Software Engineer,Tech,AngelList,2024-07-25,2024-08-04,2024-08-16,,,Rejected,False,-1,After_Interview
C00020,Data Scientist,HR,AngelList,2024-06-14,2024-06-17,2024-06-24,,,Dropped,False,-1,After_Interview
C00021,Data Scientist,HR,Referral,2025-06-12,2025-06-16,2025-06-23,2025-07-02,,Dropped,False,-1,After_Offer
C00022,Sales Executive,Sales,Company Website,2024-09-08,2024-09-13,2024-09-15,,,Dropped,False,-1,After_Interview
C00023,Sales Executive,Tech,Referral,2023-12-07,2023-12-15,,,,Rejected,False,-1,After_Screening
C00024,Software Engineer,HR,Naukri,2024-07-30,2024-08-06,,,,Dropped,False,-1,After_Screening
C00025,Sales Executive,HR,Referral,2025-06-04,2025-06-14,2025-06-16,,,Hired,False,-1,None
C00026,Data Scientist,HR,AngelList,2025-06-26,2025-07-01,2025-07-09,2025-07-14,,Rejected,False,-1,After_Offer
C00027,Marketing Specialist,Product,Referral,2025-04-01,2025-04-09,2025-04-20,,,Rejected,False,-1,After_Interview
C00028,Marketing Specialist,Tech,LinkedIn,2024-07-16,2024-07-23,,,,Rejected,False,-1,After_Screening
C00029,Marketing Specialist,HR,AngelList,2025-03-04,2025-03-10,,,,Rejected,False,-1,After_Screening
C00030,Sales Executive,Tech,Company Website,2024-03-11,,,,,Rejected,False,-1,After_Application
C00031,HR Manager,Marketing,Referral,2025-06-05,2025-06-10,2025-06-15,2025-06-18,2025-06-22,Hired,False,17,None
C00032,Data Scientist,Marketing,AngelList,2024-05-23,,,,,Dropped,False,-1,After_Application
C00033,HR Manager,Product,LinkedIn,2025-07-03,2025-07-12,2025-07-25,2025-08-03,2025-08-05,Hired,False,33,None
C00034,Sales Executive,Marketing,LinkedIn,2024-06-21,2024-06-30,2024-07-09,2024-07-17,,Dropped,False,-1,After_Offer
C00035,Product Manager,Sales,Referral,2024-06-30,2024-07-04,2024-07-06,2024-07-07,,Dropped,False,-1,After_Offer
C00036,Software Engineer,Tech,AngelList,2024-11-26,2024-12-05,2024-12-16,2024-12-19,2024-12-23,Hired,False,27,None
C00037,Data Scientist,HR,Company Website,2024-01-16,2024-01-24,,,,Dropped,False,-1,After_Screening
C00038,Marketing Specialist,Sales,Naukri,2024-02-20,2024-02-24,2024-02-27,,,Dropped,False,-1,After_Interview
C00039,HR Manager,Sales,LinkedIn,2023-09-17,,,,,Hired,False,-1,None
C00040,Product Manager,Marketing,Naukri,2024-07-18,2024-07-22,2024-08-02,,,Dropped,False,-1,After_Interview
C00041,Product Manager,Tech,Company Website,2025-03-16,2025-03-22,2025-04-06,2025-04-08,,Rejected,False,-1,After_Offer
C00042,Data Scientist,HR,Referral,2025-05-12,2025-05-19,2025-06-02,,,Dropped,False,-1,After_Interview
C00043,Data Scientist,Sales,LinkedIn,2024-06-14,2024-06-15,2024-06-25,2024-07-02,2024-07-06,Hired,False,22,None
C00044,Product Manager,Product,Naukri,2024-05-12,2024-05-15,2024-05-25,2024-05-27,,Rejected,False,-1,After_Offer
C00045,Software Engineer,HR,LinkedIn,2023-11-17,2023-11-27,2023-12-10,,,Rejected,False,-1,After_Interview
C00046,Software Engineer,Marketing,Naukri,2025-02-16,2025-02-22,2025-02-27,2025-03-07,,Dropped,False,-1,After_Offer
C00047,HR Manager,Tech,AngelList,2024-01-23,2024-01-31,,,,Hired,False,-1,None
C00048,Software Engineer,Product,AngelList,2025-03-16,2025-03-19,2025-03-30,2025-03-31,,Rejected,False,-1,After_Offer
C00049,Product Manager,HR,Referral,2025-06-30,2025-07-06,2025-07-07,2025-07-12,,Dropped,False,-1,After_Offer
C00050,Product Manager,HR,Company Website,2023-10-07,2023-10-08,2023-10-21,2023-10-26,,Rejected,False,-1,After_Offer
C00051,Sales Executive,Sales,LinkedIn,2024-05-10,2024-05-12,2024-05-16,,,Hired,False,-1,None
C00052,Product Manager,HR,Company Website,2023-12-23,2023-12-31,2024-01-06,,,Dropped,False,-1,After_Interview
C00053,Software Engineer,Tech,Naukri,2023-09-15,2023-09-17,,,,Rejected,False,-1,After_Screening
C00054,Marketing Specialist,Tech,Referral,2024-08-14,2024-08-21,2024-09-03,2024-09-09,2024-09-11,Hired,False,28,None
C00055,HR Manager,HR,AngelList,2023-11-26,2023-11-29,,,,Rejected,False,-1,After_Screening
C00056,Sales Executive,Sales,AngelList,2025-06-15,2025-06-22,,,,Dropped,False,-1,After_Screening
C00057,Software Engineer,Product,Referral,2025-03-22,2025-04-01,,,,Hired,False,-1,None
C00058,HR Manager,Product,LinkedIn,2023-10-27,2023-10-31,2023-11-04,,,Dropped,False,-1,After_Interview
C00059,Software Engineer,Sales,Company Website,2024-01-19,,,,,Rejected,False,-1,After_Application
C00060,Sales Executive,Marketing,Naukri,2024-08-11,2024-08-15,2024-08-29,2024-09-05,,Rejected,False,-1,After_Offer
C00061,Product Manager,Tech,Company Website,2024-12-22,2024-12-24,2024-12-28,2025-01-07,2025-01-22,Hired,False,31,None
C00062,Marketing Specialist,Marketing,AngelList,2024-05-06,2024-05-14,2024-05-20,2024-05-25,,Rejected,False,-1,After_Offer
C00063,Sales Executive,Sales,Referral,2023-12-07,2023-12-09,2023-12-16,,,Dropped,False,-1,After_Interview
C00064,Product Manager,Marketing,AngelList,2025-04-14,2025-04-18,2025-04-29,,,Rejected,False,-1,After_Interview
C00065,Sales Executive,Sales,AngelList,2025-05-06,2025-05-13,2025-05-27,2025-05-28,,Dropped,False,-1,After_Offer
C00066,Data Scientist,Product,Naukri,2024-02-26,2024-02-29,2024-03-10,2024-03-14,,Rejected,False,-1,After_Offer
C00067,Marketing Specialist,Product,LinkedIn,2024-10-03,2024-10-08,2024-10-20,2024-10-27,,Dropped,False,-1,After_Offer
C00068,Software Engineer,Marketing,LinkedIn,2024-01-11,2024-01-17,2024-01-21,2024-01-30,,Dropped,False,-1,After_Offer
C00069,Software Engineer,Marketing,Naukri,2025-06-19,2025-06-26,2025-06-27,2025-07-03,,Dropped,False,-1,After_Offer
C00070,Marketing Specialist,Tech,Referral,2024-07-06,2024-07-16,2024-07-21,2024-07-29,,Rejected,False,-1,After_Offer
C00071,Data Scientist,Product,Company Website,2023-10-16,,,,,Dropped,False,-1,After_Application
C00072,Product Manager,Tech,Referral,2024-08-29,2024-09-04,2024-09-09,2024-09-14,2024-09-21,Hired,False,23,None
C00073,Software Engineer,Marketing,Company Website,2024-07-02,2024-07-06,2024-07-19,2024-07-29,,Rejected,False,-1,After_Offer
C00074,Data Scientist,Sales,LinkedIn,2025-05-31,2025-06-06,2025-06-18,,,Dropped,False,-1,After_Interview
C00075,Software Engineer,Product,AngelList,2024-05-30,2024-06-04,2024-06-11,2024-06-12,,Dropped,False,-1,After_Offer
C00076,HR Manager,Sales,AngelList,2025-05-15,2025-05-25,2025-05-31,2025-06-04,,Dropped,False,-1,After_Offer
C00077,Product Manager,Tech,Referral,,2024-10-22,2024-11-02,2024-11-07,,Dropped,False,-1,After_Offer
C00078,HR Manager,Tech,Naukri,2024-04-01,2024-04-10,,,,Hired,False,-1,None
C00079,Marketing Specialist,HR,Company Website,2024-09-28,,,,,Hired,False,-1,None
C00080,Product Manager,Product,AngelList,2023-12-11,2023-12-16,2023-12-25,2023-12-28,2024-01-08,Hired,False,28,None
C00081,Data Scientist,Product,Referral,2024-10-16,2024-10-20,2024-11-01,2024-11-08,,Dropped,False,-1,After_Offer
C00082,Product Manager,Tech,Naukri,2024-07-10,2024-07-16,2024-07-26,,,Dropped,False,-1,After_Interview
C00083,Product Manager,Sales,LinkedIn,2024-07-20,2024-07-28,,,,Rejected,False,-1,After_Screening
C00084,Data Scientist,Product,Naukri,2025-04-29,2025-05-09,2025-05-11,2025-05-15,2025-06-01,Hired,False,33,None
C00085,Marketing Specialist,Tech,LinkedIn,2024-11-20,2024-11-27,2024-12-04,,,Dropped,False,-1,After_Interview
C00086,Product Manager,HR,Referral,2024-06-01,2024-06-04,2024-06-10,2024-06-20,,Dropped,False,-1,After_Offer
C00087,Marketing Specialist,Marketing,Naukri,2023-08-04,2023-08-12,,,,Hired,False,-1,None
C00088,Marketing Specialist,Product,Referral,2025-01-17,2025-01-20,2025-01-28,2025-01-31,,Dropped,False,-1,After_Offer
C00089,Marketing Specialist,Marketing,LinkedIn,2023-11-15,2023-11-16,,,,Dropped,False,-1,After_Screening
C00090,Software Engineer,Sales,AngelList,2024-05-17,2024-05-20,2024-05-23,2024-05-25,,Dropped,False,-1,After_Offer
C00091,Sales Executive,HR,AngelList,2024-03-01,2024-03-08,2024-03-15,2024-03-23,,Dropped,False,-1,After_Offer
C00092,Marketing Specialist,Product,LinkedIn,2024-04-28,2024-04-29,2024-05-11,2024-05-12,,Rejected,False,-1,After_Offer
C00093,Data Scientist,Marketing,Company Website,2023-07-29,2023-08-07,,,,Rejected,False,-1,After_Screening
C00094,Sales Executive,Marketing,Company Website,2024-01-16,2024-01-20,2024-02-04,2024-02-07,,Rejected,False,-1,After_Offer
C00095,Marketing Specialist,Tech,AngelList,2024-05-04,2024-05-13,2024-05-16,,,Hired,False,-1,None
C00096,Data Scientist,Marketing,AngelList,2024-03-26,,,,,Hired,False,-1,None
C00097,Data Scientist,Sales,Naukri,2024-04-19,2024-04-27,2024-05-07,2024-05-14,,Hired,False,-1,None
C00098,HR Manager,Marketing,Naukri,2024-08-13,2024-08-21,2024-08-25,,,Rejected,False,-1,After_Interview
C00099,HR Manager,Sales,AngelList,2023-08-21,2023-08-28,,,,Hired,False,-1,None
C00100,Product Manager,Sales,Company Website,2025-06-02,2025-06-05,2025-06-06,2025-06-09,,Dropped,False,-1,After_Offer
C00101,Marketing Specialist,Tech,Naukri,2024-10-02,2024-10-03,2024-10-14,,,Dropped,False,-1,After_Interview
C00102,Marketing Specialist,HR,LinkedIn,2024-01-28,2024-01-29,2024-01-24,2024-01-31,,Dropped,False,-1,After_Offer
C00103,Sales Executive,Sales,Naukri,2024-02-29,,,,,Dropped,False,-1,After_Application
C00104,Data Scientist,Marketing,Naukri,2023-12-05,2023-12-13,2023-12-22,,,Dropped,False,-1,After_Interview
C00105,Marketing Specialist,Marketing,Naukri,2025-02-19,2025-02-23,2025-03-06,,,Dropped,False,-1,After_Interview
C00106,Product Manager,Sales,Referral,2025-01-02,2025-01-04,2025-01-09,2025-01-12,,Dropped,False,-1,After_Offer
C00107,Software Engineer,Marketing,LinkedIn,2025-01-20,2025-01-22,2025-02-01,,,Hired,False,-1,None
C00108,Data Scientist,Product,AngelList,2024-01-05,2024-01-07,2024-01-17,,,Rejected,False,-1,After_Interview
C00109,Software Engineer,Tech,Company Website,2024-06-30,2024-07-09,2024-07-15,2024-07-20,,Rejected,False,-1,After_Offer
C00110,Product Manager,Marketing,Company Website,2023-11-22,2023-12-01,2023-12-05,2023-12-13,,Rejected,False,-1,After_Offer
C00111,HR Manager,Tech,AngelList,2025-03-01,2025-03-02,,,,Rejected,False,-1,After_Screening
C00112,Product Manager,Sales,Referral,2024-02-20,,,,,Dropped,False,-1,After_Application
C00113,Software Engineer,Sales,Company Website,2025-05-31,2025-06-10,2025-06-13,2025-06-22,,Dropped,False,-1,After_Offer
C00114,Data Scientist,Sales,Naukri,2025-06-13,,,,,Dropped,False,-1,After_Application
C00115,Sales Executive,Tech,Company Website,2024-09-22,2024-09-27,2024-10-05,2024-10-10,,Dropped,False,-1,After_Offer
C00116,Marketing Specialist,Marketing,LinkedIn,2024-03-20,2024-03-21,,,,Hired,False,-1,None
C00117,Product Manager,Product,LinkedIn,2024-08-24,2024-08-25,2024-08-31,2024-09-06,,Rejected,False,-1,After_Offer
C00118,Data Scientist,Tech,AngelList,2023-07-23,2023-07-25,,,,Hired,False,-1,None
C00119,Marketing Specialist,Product,Referral,2024-09-23,2024-09-24,,,,Rejected,False,-1,After_Screening
C00120,HR Manager,Marketing,Referral,2024-11-02,2024-11-05,2024-11-20,2024-11-30,2024-12-09,Hired,False,37,None
C00121,HR Manager,Marketing,Company Website,2024-08-06,2024-08-08,2024-08-14,,,Rejected,False,-1,After_Interview
C00122,Marketing Specialist,Tech,Referral,2024-10-26,2024-11-03,2024-11-10,2024-11-18,,Rejected,False,-1,After_Offer
C00123,HR Manager,HR,Referral,2024-11-02,2024-11-05,,,,Hired,False,-1,None
C00124,Data Scientist,Product,Company Website,2024-06-22,2024-06-23,2024-07-07,,,Hired,False,-1,None
C00125,Product Manager,Sales,LinkedIn,2025-05-26,2025-06-05,2025-06-15,2025-06-18,,Dropped,False,-1,After_Offer
C00126,Data Scientist,Product,Naukri,2023-09-12,2023-09-18,2023-10-02,2023-10-05,2023-10-21,Hired,False,39,None
C00127,Data Scientist,Marketing,AngelList,2024-03-16,2024-03-18,2024-03-26,,,Rejected,False,-1,After_Interview
C00128,Marketing Specialist,Marketing,LinkedIn,2025-06-08,2025-06-14,,,,Rejected,False,-1,After_Screening
C00129,Sales Executive,Tech,Referral,2025-04-09,2025-04-18,2025-04-28,2025-05-02,,Rejected,False,-1,After_Offer
C00130,Sales Executive,HR,Referral,2024-05-28,2024-06-03,2024-06-15,2024-06-17,,Rejected,False,-1,After_Offer
C00131,Product Manager,Sales,Company Website,2024-12-30,2025-01-03,2025-01-14,2025-01-21,2025-01-26,Hired,False,27,None
C00132,Marketing Specialist,Product,AngelList,2023-07-23,2023-08-01,2023-08-11,,,Dropped,False,-1,After_Interview
C00133,Sales Executive,HR,Naukri,2023-07-21,2023-07-24,2023-08-01,2023-08-04,,Rejected,False,-1,After_Offer
C00134,HR Manager,Sales,Company Website,2024-11-10,,,,,Rejected,False,-1,After_Application
C00135,Sales Executive,Marketing,Company Website,2024-01-18,2024-01-22,2024-01-27,,,Rejected,False,-1,After_Interview
C00136,HR Manager,Marketing,Naukri,2024-01-21,2024-01-28,2024-02-01,,,Hired,False,-1,None
C00137,Product Manager,Tech,Naukri,2024-06-09,2024-06-19,2024-07-03,2024-07-09,,Rejected,False,-1,After_Offer
C00138,Data Scientist,Tech,Referral,2025-04-13,2025-04-21,2025-04-22,,,Dropped,False,-1,After_Interview
C00139,Data Scientist,Product,Company Website,2023-07-25,2023-08-03,2023-08-17,,,Dropped,False,-1,After_Interview
C00140,Sales Executive,HR,LinkedIn,2025-03-11,2025-03-21,2025-04-02,2025-04-09,,Rejected,False,-1,After_Offer
C00141,HR Manager,HR,LinkedIn,2025-04-16,2025-04-24,2025-04-30,2025-05-04,,Rejected,False,-1,After_Offer
C00142,Software Engineer,Sales,Company Website,2025-01-04,2025-01-10,2025-01-20,2025-01-26,2025-02-10,Hired,False,37,None
C00143,Software Engineer,Product,Naukri,2025-03-21,2025-03-25,,,,Rejected,False,-1,After_Screening
C00144,Software Engineer,Tech,AngelList,2024-10-05,2024-10-10,2024-10-16,2024-10-17,2024-10-23,Hired,False,18,None
C00145,Data Scientist,Product,Naukri,2024-12-24,2024-12-31,,,,Dropped,False,-1,After_Screening
C00146,Marketing Specialist,Marketing,Naukri,2023-09-19,2023-09-23,,,,Hired,False,-1,None
C00147,Data Scientist,Tech,AngelList,2024-04-23,2024-04-27,2024-05-10,,,Hired,False,-1,None
C00148,Marketing Specialist,HR,Naukri,2023-07-18,2023-07-25,,,,Rejected,False,-1,After_Screening
C00149,HR Manager,Tech,AngelList,2025-05-25,2025-06-04,,,,Dropped,False,-1,After_Screening
C00150,Sales Executive,Marketing,Company Website,2025-06-12,2025-06-20,2025-06-29,,,Hired,False,-1,None
C00151,Software Engineer,Tech,AngelList,2024-10-14,2024-10-23,2024-11-01,2024-11-11,,Dropped,False,-1,After_Offer
C00152,HR Manager,HR,LinkedIn,2025-05-09,2025-05-18,2025-06-02,,,Hired,False,-1,None
C00153,HR Manager,Marketing,AngelList,2025-04-22,2025-04-25,,,,Dropped,False,-1,After_Screening
C00154,Sales Executive,Sales,Naukri,2024-12-03,2024-12-13,2024-12-22,2024-12-29,2025-01-18,Hired,False,46,None
C00155,HR Manager,Product,Company Website,2024-12-29,2025-01-02,2025-01-08,2025-01-16,,Dropped,False,-1,After_Offer
C00156,Sales Executive,Sales,AngelList,2023-10-13,2023-10-16,2023-10-28,2023-11-06,2023-11-16,Hired,False,34,None
C00157,Product Manager,Marketing,Naukri,2024-03-03,2024-03-12,2024-03-24,2024-04-02,,Dropped,False,-1,After_Offer
C00158,Sales Executive,Marketing,AngelList,2025-06-29,2025-07-03,2025-07-15,,,Hired,False,-1,None
C00159,Software Engineer,Marketing,Company Website,2023-07-15,2023-07-18,2023-07-29,2023-08-01,,Rejected,False,-1,After_Offer
C00160,Marketing Specialist,HR,Company Website,2025-03-16,2025-03-22,2025-04-04,2025-04-12,,Dropped,False,-1,After_Offer
C00161,Marketing Specialist,Marketing,LinkedIn,2024-11-11,2024-11-18,2024-12-03,2024-12-08,,Rejected,False,-1,After_Offer
C00162,Software Engineer,Product,Company Website,2025-05-20,2025-05-27,2025-06-05,,,Rejected,False,-1,After_Interview
C00163,Marketing Specialist,HR,Naukri,2024-10-26,2024-10-27,2024-10-31,,,Hired,False,-1,None
C00164,Sales Executive,Marketing,Company Website,2023-12-01,2023-12-06,2023-12-09,2023-12-14,,Rejected,False,-1,After_Offer
C00165,Product Manager,HR,Company Website,2025-07-03,2025-07-12,,,,Dropped,False,-1,After_Screening
C00166,Marketing Specialist,Product,Naukri,2024-04-18,2024-04-20,2024-05-01,2024-05-05,2024-05-23,Hired,False,35,None
C00167,Product Manager,Product,Naukri,2024-10-29,2024-11-07,2024-11-20,2024-11-21,2024-12-04,Hired,False,36,None
C00168,Software Engineer,HR,Company Website,2024-04-14,2024-04-20,2024-04-21,,,Dropped,False,-1,After_Interview
C00169,Product Manager,Tech,Company Website,2024-07-07,2024-07-17,2024-07-31,2024-08-04,,Dropped,False,-1,After_Offer
C00170,HR Manager,Sales,AngelList,2024-11-08,2024-11-14,2024-11-23,2024-11-27,,Rejected,False,-1,After_Offer
C00171,Data Scientist,Marketing,Company Website,2024-05-10,2024-05-14,2024-05-17,2024-05-19,,Rejected,False,-1,After_Offer
C00172,HR Manager,Sales,LinkedIn,2025-05-21,2025-05-24,2025-05-26,2025-06-02,2025-06-11,Hired,False,21,None
C00173,Software Engineer,Product,LinkedIn,2023-09-21,2023-09-24,,,,Dropped,False,-1,After_Screening
C00174,Marketing Specialist,Sales,LinkedIn,2023-09-27,2023-09-28,2023-10-10,2023-10-11,,Dropped,False,-1,After_Offer
C00175,Marketing Specialist,Tech,LinkedIn,2024-08-08,2024-08-14,2024-08-27,2024-09-06,,Hired,False,-1,None
C00176,Product Manager,Sales,Company Website,2025-03-28,2025-04-07,2025-04-09,2025-04-15,,Rejected,False,-1,After_Offer
C00177,Sales Executive,Sales,AngelList,2023-09-23,2023-09-26,2023-10-09,2023-10-16,,Dropped,False,-1,After_Offer
C00178,Data Scientist,Product,Naukri,2025-07-04,2025-07-11,,,,Rejected,False,-1,After_Screening
C00179,Sales Executive,Product,Company Website,2024-07-09,2024-07-13,2024-07-19,2024-07-23,,Rejected,False,-1,After_Offer
C00180,Software Engineer,Marketing,Referral,2024-02-29,2024-03-10,2024-03-19,2024-03-20,2024-03-24,Hired,False,24,None
C00181,Marketing Specialist,HR,Company Website,2024-02-29,2024-03-08,2024-03-19,2024-03-29,,Dropped,False,-1,After_Offer
C00182,Product Manager,Marketing,LinkedIn,2024-12-04,2024-12-05,2024-12-11,2024-12-13,2024-12-26,Hired,False,22,None
C00183,Marketing Specialist,Product,Referral,2024-02-13,2024-02-18,,,,Hired,False,-1,None
C00184,Sales Executive,Marketing,Company Website,2023-10-08,2023-10-14,2023-10-23,2023-10-24,,Rejected,False,-1,After_Offer
C00185,Sales Executive,Sales,AngelList,2025-04-14,2025-04-18,2025-04-20,2025-04-23,,Dropped,False,-1,After_Offer
C00186,Data Scientist,Sales,AngelList,2025-04-12,2025-04-21,2025-05-02,,,Hired,False,-1,None
C00187,Data Scientist,Product,Referral,2024-10-16,2024-10-20,2024-10-27,2024-10-31,,Dropped,False,-1,After_Offer
C00188,Product Manager,Product,Naukri,2024-08-02,2024-08-09,2024-08-11,2024-08-14,2024-08-15,Hired,False,13,None
C00189,Data Scientist,Marketing,Referral,2023-08-26,2023-09-01,,,,Dropped,False,-1,After_Screening
C00190,Sales Executive,Marketing,AngelList,2024-05-04,,,,,Hired,False,-1,None
C00191,Sales Executive,Sales,Referral,2024-05-28,2024-06-02,2024-06-12,2024-06-17,,Rejected,False,-1,After_Offer
C00192,Software Engineer,HR,LinkedIn,2025-06-10,2025-06-18,2025-06-25,2025-07-02,,Rejected,False,-1,After_Offer
C00193,Sales Executive,HR,LinkedIn,2024-12-06,2024-12-15,,,,Hired,False,-1,None
C00194,Product Manager,Product,Naukri,2024-08-05,2024-08-07,2024-08-17,,,Rejected,False,-1,After_Interview
C00195,HR Manager,Marketing,Referral,2024-03-29,2024-04-04,2024-04-06,,,Hired,False,-1,None
C00196,Software Engineer,HR,Referral,2024-01-27,2024-02-06,,,,Rejected,False,-1,After_Screening
C00197,Software Engineer,Marketing,Referral,2024-03-13,2024-03-21,2024-04-04,2024-04-12,,Dropped,False,-1,After_Offer
C00198,Product Manager,Tech,Referral,2025-05-08,2025-05-12,,,,Rejected,False,-1,After_Screening
C00199,Product Manager,Sales,Naukri,,2024-06-09,2024-06-20,,,Dropped,False,-1,After_Interview
C00200,Data Scientist,Marketing,AngelList,2023-12-16,2023-12-22,2023-12-23,2024-01-01,,Dropped,False,-1,After_Offer
C00201,Software Engineer,Marketing,Company Website,2025-05-11,2025-05-12,,,,Rejected,False,-1,After_Screening
C00202,Data Scientist,Marketing,Naukri,2024-02-05,2024-02-14,2024-02-16,2024-02-22,,Dropped,False,-1,After_Offer
C00203,Sales Executive,HR,AngelList,2024-01-09,2024-01-18,,,,Rejected,False,-1,After_Screening
C00204,Software Engineer,Marketing,AngelList,2024-10-28,2024-11-07,2024-11-11,,,Dropped,False,-1,After_Interview
C00205,Software Engineer,Tech,AngelList,2023-07-18,2023-07-28,2023-08-11,2023-08-20,,Rejected,False,-1,After_Offer
C00206,Marketing Specialist,HR,Referral,2024-09-13,2024-09-22,,,,Dropped,False,-1,After_Screening
C00207,HR Manager,Product,Naukri,2024-02-24,2024-02-29,,,,Hired,False,-1,None
C00208,Software Engineer,Product,AngelList,2023-07-18,2023-07-26,2023-08-01,,,Rejected,False,-1,After_Interview
C00209,Sales Executive,Sales,Company Website,2024-10-26,2024-10-28,2024-10-30,2024-11-05,,Rejected,False,-1,After_Offer
C00210,Data Scientist,Tech,Company Website,2024-09-25,2024-10-01,2024-10-06,2024-10-09,,Rejected,False,-1,After_Offer
C00211,Data Scientist,Marketing,LinkedIn,2024-08-22,2024-08-28,2024-09-04,,,Dropped,False,-1,After_Interview
C00212,Marketing Specialist,Tech,AngelList,2024-09-01,2024-09-05,2024-09-16,2024-09-22,2024-09-27,Hired,False,26,None
C00213,HR Manager,Product,Naukri,2025-05-30,2025-06-05,2025-06-13,2025-06-18,,Dropped,False,-1,After_Offer
C00214,Sales Executive,Marketing,Referral,2024-10-09,2024-10-11,,,,Dropped,False,-1,After_Screening
C00215,Data Scientist,Tech,LinkedIn,2024-09-09,2024-09-14,2024-09-17,2024-09-21,,Rejected,False,-1,After_Offer
C00216,Product Manager,HR,AngelList,2024-10-01,2024-10-03,2024-10-18,,,Dropped,False,-1,After_Interview
C00217,Sales Executive,Marketing,Referral,2025-06-27,2025-06-28,2025-07-08,2025-07-18,,Dropped,False,-1,After_Offer
C00218,Sales Executive,HR,Naukri,2024-08-05,2024-08-06,2024-08-15,2024-08-24,2024-09-09,Hired,False,35,None
C00219,HR Manager,Tech,Naukri,2023-11-16,2023-11-19,2023-11-23,2023-12-03,,Dropped,False,-1,After_Offer
C00220,Data Scientist,Marketing,LinkedIn,2023-12-15,2023-12-20,,,,Hired,False,-1,None
C00221,Sales Executive,Sales,LinkedIn,2025-05-18,2025-05-20,2025-05-29,,,Rejected,False,-1,After_Interview
C00222,Marketing Specialist,Sales,AngelList,2025-03-06,2025-03-16,2025-03-29,2025-04-06,2025-04-12,Hired,False,37,None
C00223,Marketing Specialist,Product,Referral,2024-09-24,2024-10-04,2024-10-07,2024-10-15,2024-10-27,Hired,False,33,None
C00224,Data Scientist,Marketing,Company Website,2024-12-22,,,,,Rejected,False,-1,After_Application
C00225,Marketing Specialist,Tech,Referral,2025-06-07,2025-06-11,,,,Hired,False,-1,None
C00226,Product Manager,Sales,Naukri,2024-07-14,2024-07-15,2024-07-24,2024-07-30,2024-08-12,Hired,False,29,None
C00227,HR Manager,Product,Naukri,2025-03-25,2025-04-02,2025-04-03,2025-04-09,,Rejected,False,-1,After_Offer
C00228,Marketing Specialist,Marketing,AngelList,2024-04-13,2024-04-22,2024-04-27,2024-05-02,,Dropped,False,-1,After_Offer
C00229,Marketing Specialist,Sales,Company Website,2024-10-28,2024-11-07,,,,Hired,False,-1,None
C00230,Product Manager,Marketing,AngelList,2024-09-12,2024-09-18,2024-10-03,2024-10-12,,Dropped,False,-1,After_Offer
C00231,HR Manager,Product,Naukri,2025-02-07,2025-02-11,2025-02-17,2025-02-23,,Rejected,False,-1,After_Offer
C00232,Sales Executive,Tech,Naukri,2025-04-23,2025-05-01,2025-05-02,2025-05-05,,Rejected,False,-1,After_Offer
